"frlemma";"F";"BOISSY_APOLOGIEDUSIECLE";"BOISSY_COMTEDENEUILLY";"BOISSY_DEHORSTROMPEURS";"BOISSY_MEDECINPAROCCASION";"BOISSY_PLAGIAIRE";"BOISSY_RIVALFAVORABLE";"BOISSY_VIEESTUNSONGE";"DANCOURT_ENFANTSDEPARIS";"DANCOURT_MADAMEARTUS";"DANCOURT_METEMPSYCHOSE";"DANCOURT_SANCHO";"DANCOURT_TRAHISONPUNIE";"DUFRESNY_COQUETTEDUVILLAGE";"DUFRESNY_FAUXSINCERE";"DUFRESNY_MARIAGEFAITETROMPU";"DUFRESNY_RECONCILIATIONNORMANDE";"NIVELLE_ECOLEDESAMIS";"NIVELLE_ECOLEMERES";"NIVELLE_FAUSSEANTIPATHIE";"NIVELLE_GOUVERNANTE";"NIVELLE_PREJUGEALAMODE";"REGNARD_DEMOCRITE";"REGNARD_DISTRAIT";"REGNARD_FOLIESAMOUREUSES";"REGNARD_JOUEUR";"REGNARD_LEGATAIRE";"REGNARD_MENECHMES";"VOLTAIRE_DEPOSITAIRE";"VOLTAIRE_DROITDUSEIGNEUR";"VOLTAIRE_ENFANTPRODIGUE";"VOLTAIRE_ENVIEUX";"VOLTAIRE_FEMMEQUIARAISON";"VOLTAIRE_NANINE"
"presser";70;0;2;4;3;5;3;2;1;1;3;5;5;2;3;3;2;3;2;1;1;2;0;0;4;2;1;2;1;2;2;0;2;1
"caractère";69;0;0;4;1;3;2;2;2;0;0;0;2;0;6;4;2;1;2;0;2;1;2;0;2;2;1;4;10;4;2;4;0;4
"enfant";69;0;0;2;2;0;0;1;7;2;0;0;1;1;2;0;1;0;2;1;2;0;6;0;5;2;5;2;7;5;3;2;6;2
"fois";69;0;2;2;3;0;2;0;3;2;0;4;3;0;0;0;0;1;1;1;3;5;4;2;3;8;5;7;0;4;1;1;1;1
"tour";69;1;0;3;2;1;4;7;3;0;2;1;1;1;2;0;3;2;3;2;1;3;6;8;0;1;0;3;3;1;3;0;1;1
"partir";68;2;0;3;3;1;1;0;2;3;5;4;3;1;1;2;2;2;5;3;2;0;3;2;0;2;3;1;1;5;0;2;0;4
"place";67;0;0;6;1;1;3;1;1;1;3;5;1;0;3;0;1;9;2;1;1;3;2;3;4;1;3;3;0;3;0;5;0;0
"courroux";66;1;1;0;0;2;2;6;2;1;8;1;3;0;1;1;0;1;2;1;2;2;1;6;2;6;1;2;1;1;2;4;0;3
"davantage";66;1;1;0;0;1;2;1;2;1;5;5;1;1;1;0;0;4;4;4;2;2;4;2;3;3;4;2;0;4;3;3;0;0
"porter";65;0;3;2;3;3;2;1;3;0;2;4;4;0;0;2;0;2;2;1;0;2;0;3;3;2;6;2;4;4;1;0;2;2
"tendre";65;0;5;4;5;2;5;1;4;0;3;2;0;1;0;0;2;4;3;3;1;3;1;0;2;3;1;3;0;2;2;0;2;1
"tête";65;0;0;0;0;2;0;1;4;5;1;1;1;2;0;1;1;1;2;1;1;1;2;2;3;3;2;6;7;5;6;1;0;3
"envie";64;0;2;0;1;0;0;1;1;0;3;3;1;2;2;1;0;3;2;0;2;3;1;3;2;2;8;4;5;2;3;4;1;2
"notaire";64;0;0;0;0;0;0;0;6;9;0;0;0;4;3;4;1;0;1;0;0;0;0;3;0;1;10;8;6;0;3;0;1;4
"vertu";64;2;5;2;1;1;0;2;0;4;1;1;1;1;1;3;1;2;3;1;3;5;0;1;1;0;1;3;3;4;3;3;0;5
"apprendre";63;0;1;2;5;0;3;0;7;6;3;0;3;1;0;2;0;4;2;3;1;4;1;2;0;2;1;0;1;2;4;1;2;0
"aventure";63;1;0;1;0;0;1;0;2;3;6;6;0;0;2;4;4;1;1;3;2;2;5;2;4;0;0;3;1;1;3;2;1;2
"doute";63;1;0;1;0;2;2;1;4;2;0;1;4;2;1;2;0;2;8;1;2;1;3;1;1;2;1;2;1;5;2;2;3;3
"grand";63;3;3;5;5;1;2;0;3;2;0;7;4;0;1;1;3;2;2;2;1;4;1;2;2;0;1;0;1;3;0;1;0;1
"malheur";63;1;2;2;1;0;0;1;0;0;2;3;3;1;1;1;1;7;2;5;7;5;1;1;1;1;3;2;1;3;3;1;0;1
"moins";63;0;1;4;0;0;4;1;4;2;0;4;5;3;1;2;1;4;2;2;3;1;0;2;0;2;1;0;1;4;2;3;2;2
"présent";63;1;1;2;3;1;2;1;0;3;1;4;2;0;1;3;3;2;1;4;1;3;1;2;0;3;1;1;4;4;3;0;1;4
"mal";62;0;1;3;9;0;1;1;1;0;0;2;2;1;3;3;1;1;1;1;0;1;2;1;5;5;5;0;2;6;2;1;1;0
"plaisir";62;3;1;0;5;1;1;0;1;1;1;1;2;2;3;1;4;2;2;2;2;3;2;2;4;1;2;2;3;2;1;1;2;2
"tous";62;1;0;2;4;0;1;1;0;0;1;3;0;0;5;4;0;6;2;2;3;4;4;2;2;1;1;2;3;2;1;2;2;1
"charme";61;0;3;2;4;2;3;1;0;0;2;0;2;0;3;0;1;5;5;3;4;9;2;1;0;0;0;2;1;1;4;0;0;1
"flamme";61;0;6;5;4;2;6;3;0;0;2;0;1;0;0;0;0;1;0;1;5;1;5;5;1;4;1;1;1;1;0;0;3;2
"arrêter";60;1;5;5;2;4;1;0;1;0;2;0;1;0;1;1;3;4;1;1;5;1;0;2;5;3;1;3;1;0;2;2;0;2
"étonner";60;1;0;7;1;1;2;5;1;0;0;0;2;2;4;3;4;4;3;2;2;1;1;1;1;0;1;1;1;4;1;2;0;2
"nièce";60;0;0;0;4;8;0;0;3;6;5;0;0;0;0;2;12;0;6;3;2;2;0;3;0;0;3;1;0;0;0;0;0;0
"peu";60;0;0;1;0;0;2;0;6;2;3;1;1;1;2;2;2;3;3;1;1;2;0;0;0;3;10;1;2;2;3;4;2;0
"satisfaire";60;0;0;3;2;2;0;0;3;1;5;2;4;1;0;0;1;1;3;0;3;3;0;2;3;4;1;4;2;3;1;0;3;3
"sentiment";60;0;5;4;4;2;1;1;2;0;2;2;0;0;3;0;4;0;0;2;0;1;0;2;4;2;3;1;2;3;3;0;2;5
"sincère";60;1;3;5;2;3;5;4;1;0;0;0;1;3;9;0;6;0;0;0;0;0;2;1;1;1;4;1;3;1;1;1;0;1
"tante";60;0;0;0;2;2;0;0;11;1;8;0;0;0;1;7;19;1;3;0;1;0;0;0;0;0;0;3;0;1;0;0;0;0
"craindre";59;0;1;3;7;0;3;0;1;2;4;1;3;1;3;0;3;2;2;1;1;5;0;1;0;4;0;2;2;3;0;3;0;1
"naître";59;0;2;0;2;0;1;6;2;2;3;1;0;0;3;0;1;3;5;2;3;0;2;3;1;0;2;1;0;9;3;1;1;0
"douleur";58;0;6;3;4;0;0;3;1;0;1;0;3;0;0;2;2;2;3;3;3;6;0;0;0;0;1;2;1;3;1;3;2;3
"intéresser";58;0;2;2;1;1;3;0;2;3;8;2;1;0;5;1;2;3;2;3;2;2;2;0;2;1;1;1;1;2;1;0;0;2
"mais";58;0;0;3;1;0;1;0;2;1;0;3;4;1;7;2;3;3;2;2;2;1;0;3;0;3;2;0;2;2;2;1;3;2
"mérite";58;3;5;2;2;1;3;1;2;5;2;3;3;1;2;0;0;0;1;3;0;0;2;2;1;4;0;2;4;1;1;1;0;1
"parole";58;0;1;4;1;3;0;1;0;5;0;1;0;1;6;0;5;2;0;0;0;5;0;1;3;4;3;6;2;0;1;2;1;0
"permettre";58;1;2;2;2;2;1;1;1;1;3;4;2;0;2;0;1;6;2;2;6;1;0;0;0;0;2;2;1;6;1;3;0;1
"usage";58;1;0;4;1;1;3;0;2;2;4;1;1;0;1;0;0;5;4;2;3;5;2;0;0;2;4;3;2;1;1;0;1;2
"argent";57;1;0;0;2;0;1;0;4;3;0;3;0;1;3;4;0;1;6;0;0;0;0;1;3;4;1;2;5;1;4;0;4;3
"espérer";57;0;2;1;0;0;1;1;3;1;2;0;3;2;3;2;4;4;1;1;6;5;0;1;1;2;4;0;3;2;0;1;1;0
"justice";57;0;0;1;2;0;2;2;0;1;0;5;2;0;2;0;5;1;0;3;1;3;2;3;2;0;3;0;5;3;3;3;0;3
"nature";57;1;1;0;1;0;1;5;2;0;3;2;0;2;3;0;2;0;3;1;0;1;7;1;2;0;1;1;1;5;4;3;2;2
"répondre";57;0;2;1;2;2;5;1;4;1;0;1;3;0;5;1;2;3;3;0;4;3;1;1;3;1;2;1;2;1;1;1;0;0
"reste";57;0;0;0;2;0;1;1;0;1;0;1;1;0;1;0;1;10;4;6;7;6;1;1;2;1;2;1;1;0;2;2;1;1
"suivre";57;0;1;3;1;2;4;1;0;3;0;3;5;0;1;4;1;5;1;2;2;2;1;2;1;0;5;2;1;1;1;1;0;1
"espérance";56;0;2;3;1;0;0;2;0;2;0;0;3;0;3;1;2;1;5;2;5;3;0;2;4;1;6;1;0;1;6;0;0;0
"malheureux";56;0;4;0;0;0;0;2;3;1;1;1;3;0;1;1;2;4;3;3;3;4;0;3;2;3;0;1;0;2;6;1;0;2
"offenser";56;1;3;0;1;0;1;3;1;1;7;1;2;0;5;2;0;0;0;1;2;4;2;2;0;0;1;1;0;5;4;3;0;3
"quitter";56;0;5;5;2;1;0;0;4;3;8;1;2;0;0;0;0;5;1;1;0;1;3;0;2;3;2;2;2;0;3;0;0;0
"toujours";56;1;3;0;1;1;1;0;2;1;4;0;0;0;2;2;2;0;2;4;2;3;4;4;0;6;1;2;3;2;1;0;2;0
"vœu";56;0;1;3;0;1;3;1;4;1;2;0;0;0;0;0;2;4;4;2;3;2;2;1;2;3;3;1;1;1;1;2;3;3
"adorer";55;1;8;3;1;2;1;1;2;2;2;0;1;0;2;1;1;0;7;0;4;7;0;0;0;2;0;1;0;1;2;0;0;3
"feu";55;0;4;3;0;4;5;1;2;3;4;1;0;0;1;1;1;2;4;1;0;0;3;4;1;4;4;1;0;0;0;0;1;0
"flatter";55;0;3;1;1;2;4;2;5;2;2;1;4;0;4;0;3;1;0;2;5;0;0;0;0;1;2;3;2;0;2;1;1;1
"guère";55;0;0;0;1;0;0;0;4;2;4;3;7;2;0;0;1;1;1;2;2;0;5;0;2;2;3;2;4;4;1;0;1;1
"adieu";54;0;0;0;0;2;4;1;5;3;2;1;2;0;0;0;0;5;1;2;2;0;4;4;2;5;1;1;1;1;1;1;1;2
"an";54;1;0;1;2;0;0;1;3;1;0;1;0;1;2;0;2;0;3;1;0;2;0;3;3;4;6;5;1;1;2;1;2;5
"appas";54;1;1;1;0;1;4;0;0;2;3;0;0;0;1;0;0;2;2;2;6;3;1;6;2;1;4;4;2;3;1;0;1;0
"cause";54;0;0;6;1;0;2;1;5;2;0;3;1;0;1;0;1;1;3;0;4;1;2;1;2;1;3;3;6;2;1;0;1;0
"embarras";54;1;0;2;1;0;0;1;1;3;1;0;3;0;6;0;6;3;2;2;0;3;2;4;1;1;4;2;1;0;2;1;0;1
"faiblesse";54;0;5;0;0;0;1;1;2;0;1;0;1;1;4;0;2;3;2;3;4;4;5;0;1;4;2;2;1;1;2;0;1;1
"fils";54;0;1;0;0;0;0;7;4;4;0;0;1;0;0;0;1;0;10;0;2;0;0;0;0;2;0;0;2;1;7;0;9;3
"tort";54;1;0;2;1;1;0;0;5;2;0;2;3;2;4;3;3;4;1;2;3;0;1;0;1;0;2;2;2;1;3;1;1;1
"zèle";54;0;0;4;5;0;0;1;1;3;1;0;3;0;2;1;0;3;2;2;4;3;1;3;2;1;4;2;0;1;1;3;1;0
"état";53;1;0;0;2;0;1;6;0;0;1;4;0;1;3;2;0;6;5;1;1;4;0;0;2;1;2;1;1;2;2;0;0;4
"parfait";53;0;6;6;6;8;1;0;2;3;1;2;0;1;3;0;0;0;2;0;1;1;1;3;0;2;2;0;1;0;0;0;0;1
"sûr";53;0;0;4;3;1;2;2;2;4;1;1;4;1;0;2;3;4;1;3;2;2;0;0;3;0;0;1;3;0;2;1;0;1
"ardeur";52;0;3;5;2;1;4;3;1;2;4;0;0;0;1;1;1;1;0;0;0;1;4;3;2;4;3;3;0;0;1;0;0;2
"engager";52;0;0;1;0;1;4;0;5;6;5;2;1;1;0;0;3;2;1;0;3;1;4;2;1;2;0;1;2;0;1;2;0;1
"folie";52;0;0;3;2;0;0;0;0;0;3;1;0;0;1;0;1;0;3;2;1;0;1;4;9;0;1;4;4;4;1;1;2;4
"jaloux";52;0;1;2;1;0;5;1;1;0;4;0;2;2;2;0;0;0;1;1;0;2;2;3;5;1;1;3;1;3;4;2;0;2
"lire";52;0;0;2;2;2;1;1;1;0;0;4;1;0;0;2;1;2;0;1;5;2;0;3;2;2;2;2;6;3;1;0;2;2
"manière";52;0;0;2;0;0;0;1;6;5;4;2;1;0;3;0;0;0;0;0;0;2;4;2;5;2;2;4;0;2;2;1;1;1
"ordinaire";52;1;0;0;0;1;0;1;4;3;3;1;7;2;2;1;1;1;2;1;2;1;4;2;2;2;2;2;0;1;0;1;1;1
"part";52;1;0;2;0;3;3;0;2;2;4;2;1;0;0;0;2;1;2;4;0;2;3;2;1;1;6;3;0;2;0;0;0;3
"partage";52;0;6;0;3;2;1;2;0;0;1;1;1;2;1;1;0;4;2;1;1;2;0;0;1;2;4;0;3;4;5;1;0;1
"seigneur";52;1;0;1;0;0;0;4;0;0;2;17;12;4;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;5;0;0;0;1
"avance";51;0;1;4;3;1;2;0;0;1;3;2;3;0;5;2;1;0;1;1;0;4;5;1;0;2;2;0;0;3;0;1;3;0
"chagrin";51;0;2;3;3;0;0;0;8;2;4;0;1;2;2;2;4;0;1;0;0;1;1;3;1;1;1;0;2;3;3;1;0;0
"enchanter";51;2;0;4;5;2;3;4;0;1;2;3;0;0;3;0;2;0;1;1;1;2;2;0;0;1;2;4;3;2;0;1;0;0
"fidèle";51;0;2;3;2;0;1;1;0;0;4;2;3;1;0;0;0;2;5;0;4;3;1;2;1;2;2;4;2;1;1;2;0;0
"heure";51;0;1;4;2;1;1;1;2;2;0;3;3;1;1;1;2;0;1;0;0;0;3;2;0;3;3;1;1;5;1;1;0;5
"oublier";51;2;2;4;1;0;3;0;0;2;2;2;2;0;0;1;0;0;3;4;1;1;3;1;0;3;1;2;1;2;1;2;0;5
"aimable";50;2;1;9;2;2;4;5;2;2;1;0;0;0;5;0;2;0;1;0;0;2;0;0;1;2;0;0;1;3;2;0;1;0
"sot";50;2;0;2;1;1;2;0;2;0;0;4;1;2;0;2;1;2;5;1;0;2;4;0;1;1;0;3;4;2;1;4;0;0
"vérité";50;0;0;1;1;0;2;4;4;1;3;7;4;1;3;0;0;1;2;0;3;2;2;0;0;2;3;1;0;0;2;1;0;0
"avantage";49;2;5;2;1;1;3;0;0;0;0;2;2;2;3;1;1;1;3;0;2;1;2;1;1;1;3;4;3;1;1;0;0;0
"destiner";49;1;1;0;0;0;0;0;1;7;0;6;1;0;1;0;2;8;2;0;8;1;1;0;0;0;1;1;0;1;2;1;0;3
"joie";49;0;2;0;5;1;1;0;0;0;2;2;0;0;2;0;4;2;4;1;3;1;1;2;3;2;2;3;1;2;1;1;1;0
"jurer";49;0;0;0;1;0;0;0;3;4;4;6;1;2;1;0;2;2;0;2;0;0;4;0;0;0;2;1;5;5;1;1;1;1
"silence";49;0;6;4;1;1;1;2;3;1;3;1;3;0;3;0;1;2;4;1;2;4;2;2;0;1;0;0;0;0;0;1;0;0
"amitié";48;0;4;8;0;0;2;0;2;3;1;0;1;0;1;0;3;2;3;1;3;1;0;1;2;0;0;1;1;2;2;2;0;2
"besoin";48;0;1;2;0;0;1;0;2;1;0;1;2;0;1;2;0;3;3;1;4;5;1;2;2;3;3;4;1;1;0;0;1;1
"instant";48;0;0;5;3;4;4;0;0;0;1;1;0;1;3;2;3;2;1;0;1;1;0;0;1;2;1;4;2;2;0;0;1;3
"un";48;0;0;1;0;0;1;0;2;0;2;1;4;4;2;0;1;3;7;4;1;5;2;1;1;3;0;2;0;0;1;0;0;0
"vrai";48;0;0;4;0;1;1;1;2;1;1;2;4;3;0;2;1;4;2;0;0;2;2;2;0;3;2;0;4;3;0;0;0;1
"vraiment";48;0;0;2;0;0;1;0;7;3;4;2;3;1;2;0;1;0;0;0;0;1;1;1;3;2;0;2;1;3;3;4;0;1
"demeurer";47;0;1;4;0;0;2;1;5;2;2;2;2;2;1;0;1;1;1;0;2;1;2;0;1;0;1;1;3;6;0;0;0;3
"entier";47;1;0;5;0;1;1;3;2;2;0;2;0;0;1;1;0;3;2;0;3;1;0;1;3;1;4;1;0;2;4;1;1;1
"funeste";47;0;1;0;1;0;0;1;0;0;0;1;3;0;0;0;0;8;1;5;8;5;1;1;0;1;3;1;2;0;1;1;0;2
"présence";47;0;2;4;4;0;1;1;2;1;3;1;0;0;2;2;1;1;2;2;0;2;0;1;2;1;2;2;0;3;2;2;1;0
"recevoir";47;0;1;1;2;0;1;2;3;2;0;3;3;0;0;2;1;0;2;1;1;1;2;3;0;0;0;2;4;5;0;1;1;3
"sorte";47;1;0;3;4;2;0;0;1;2;3;3;1;0;0;1;0;1;0;0;0;0;1;2;2;6;6;2;0;2;1;0;2;1
"demander";46;0;1;3;1;1;1;1;4;1;1;3;4;0;2;2;2;2;2;1;2;2;0;2;0;3;1;0;1;0;2;0;0;1
"éclat";46;1;0;0;1;0;1;2;1;2;1;1;1;0;2;3;1;5;5;1;1;6;1;1;0;1;0;2;1;1;0;0;1;3
"trouver";46;0;0;1;1;2;2;0;3;1;3;5;2;1;0;1;1;2;1;0;1;1;0;2;1;1;1;3;3;1;3;2;1;0
"cas";45;1;0;0;3;1;1;0;1;0;0;3;0;0;0;1;2;2;0;2;5;2;1;5;1;2;3;2;3;2;1;0;1;0
"certain";45;0;1;3;1;1;2;2;1;1;5;1;6;2;4;0;1;2;2;0;0;1;0;1;0;3;1;1;2;1;0;0;0;0
"comprendre";45;0;0;5;0;0;1;0;0;4;3;3;1;1;1;0;0;0;4;0;0;2;3;1;5;0;1;2;0;0;1;1;3;3
"estimer";45;0;3;1;1;3;2;2;0;0;0;2;2;1;4;0;1;2;0;1;1;5;2;1;0;0;0;1;1;5;3;1;0;0
"fin";45;0;0;0;1;0;2;0;3;4;3;4;3;3;3;0;1;1;1;1;0;0;2;2;2;1;0;2;3;0;1;2;0;0
"moyen";45;0;0;3;4;0;1;0;4;4;3;1;0;0;0;0;0;3;0;4;2;5;0;1;1;1;3;1;0;2;0;2;0;0
"choix";44;0;0;2;0;2;3;1;4;0;0;0;1;0;1;0;2;5;3;2;1;0;0;1;0;1;3;4;0;0;1;0;2;5
"façon";44;2;0;1;0;1;1;0;3;0;0;4;2;1;1;1;1;1;1;0;0;4;0;3;2;2;3;1;1;2;1;1;2;2
"falloir";44;0;0;1;1;0;3;0;1;0;0;3;1;1;1;3;4;0;0;1;2;2;3;2;3;1;4;1;1;1;2;1;0;1
"lettre";44;0;0;6;2;0;3;1;1;0;0;2;1;2;1;2;3;5;0;0;4;2;0;3;0;0;1;1;0;1;0;1;0;2
"sens";44;0;1;1;1;0;2;1;2;2;1;4;2;0;2;0;2;0;2;1;0;0;2;1;2;2;2;1;2;4;2;0;2;0
"adresse";43;2;0;1;1;3;3;0;2;1;1;4;1;0;1;0;0;3;2;2;1;3;1;2;3;1;2;1;0;0;0;0;0;2
"bonté";43;0;1;1;1;1;2;3;3;1;0;1;0;0;1;0;1;3;1;0;2;0;0;0;0;1;0;1;3;6;2;2;0;6
"confondre";43;0;0;0;0;1;4;0;1;1;1;0;3;0;6;2;1;5;1;0;1;3;0;1;2;2;3;3;2;0;0;0;0;0
"naissance";43;0;4;0;3;0;0;7;0;0;0;0;0;0;5;0;0;1;3;0;2;0;6;2;1;1;0;2;0;3;1;0;0;2
"prix";43;0;4;3;1;1;1;3;2;1;0;2;2;1;1;0;0;4;3;1;1;0;1;1;0;3;1;2;0;0;2;1;0;1
"roi";43;1;0;0;2;0;0;15;1;0;0;2;0;0;1;0;0;0;0;0;0;0;12;1;1;2;0;0;0;2;1;1;0;1
"seulement";43;0;0;2;1;0;2;1;3;3;1;6;3;0;3;1;0;3;2;2;0;0;0;0;4;1;0;0;1;0;0;2;0;2
"tenir";43;0;0;4;0;1;0;0;3;2;0;1;2;0;2;2;1;2;0;2;1;3;0;2;3;1;0;1;2;2;0;1;2;3
"toucher";43;0;2;1;1;1;1;0;2;3;1;0;2;0;1;0;0;0;1;1;1;1;1;7;0;2;0;2;4;2;2;2;1;1
"vite";43;0;0;5;1;0;3;1;2;1;0;1;0;3;0;1;0;3;1;3;0;2;2;0;1;2;0;2;1;3;3;1;0;1
"ainsi";42;0;0;4;2;0;0;0;3;3;4;1;5;1;1;1;2;1;1;1;1;0;1;0;1;0;0;2;0;1;1;0;3;2
"bout";42;0;0;2;0;0;0;0;2;0;2;1;2;0;1;2;1;2;5;0;1;3;2;0;0;1;2;2;3;3;3;0;1;1
"changer";42;1;2;0;0;0;1;0;3;0;2;2;1;1;3;5;3;1;2;2;2;2;1;3;0;2;0;0;0;0;1;1;0;1
"confidence";42;0;2;3;0;2;0;3;2;6;5;0;4;1;1;1;1;0;1;2;1;2;0;0;1;0;2;2;0;0;0;0;0;0
"désir";42;2;2;1;1;0;0;0;0;0;1;1;0;2;2;1;2;0;2;3;2;3;4;2;2;1;2;2;2;1;1;0;0;0
"droit";42;0;2;1;0;0;0;0;2;1;1;3;1;0;1;0;1;3;0;1;4;2;3;1;1;1;1;0;3;6;1;0;0;2
"enrager";42;1;0;0;1;0;3;1;3;3;3;6;0;1;1;0;2;1;0;0;0;1;2;2;0;2;2;2;1;1;1;0;1;1
"erreur";42;1;1;4;0;0;3;4;1;2;1;0;2;0;2;1;1;1;1;1;3;4;0;1;2;0;0;1;0;1;3;1;0;0
"importun";42;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;7;5;5;4;6;3;2;0;0;0;0;0;2;3;2;0;0
"longtemps";42;0;0;1;4;0;1;1;0;3;1;2;1;0;1;0;3;0;1;1;1;1;0;0;3;3;2;4;2;2;0;0;1;3
"terre";42;1;2;1;0;2;0;1;0;2;0;6;0;0;1;0;2;1;0;0;0;0;1;1;4;3;0;3;3;3;0;1;1;3
"traître";42;0;0;0;0;0;1;1;1;0;0;0;5;2;0;1;2;1;0;1;1;1;2;1;0;1;2;3;1;5;5;1;2;2
"écouter";41;0;1;2;1;4;3;1;2;0;0;2;2;1;1;2;2;1;0;0;0;2;1;1;2;0;0;1;1;5;2;0;1;0
"enfin";41;0;0;1;1;1;1;1;0;2;0;5;3;0;2;0;2;1;0;2;0;0;2;1;1;0;2;1;2;5;3;0;2;0
"fâcher";41;0;0;1;0;0;1;0;3;1;2;1;9;3;6;1;1;1;0;0;0;0;1;0;1;2;0;1;1;3;0;1;1;0
"larme";41;0;3;0;4;0;1;0;0;0;0;0;0;0;0;0;1;5;3;1;4;8;1;1;0;0;0;0;0;2;6;0;0;1
"loin";41;0;0;1;3;1;2;0;2;0;1;1;2;0;2;0;0;3;4;1;2;3;2;1;1;0;0;1;0;4;1;0;3;0
"plaindre";41;0;0;1;3;0;1;0;2;3;1;0;3;0;0;2;2;2;2;1;1;5;0;1;0;2;0;1;1;3;0;4;0;0
"pourquoi";41;0;1;1;1;1;1;0;2;1;1;2;2;1;2;1;0;3;4;0;1;0;3;1;1;1;2;1;0;2;2;1;0;2
"sien";41;0;1;1;2;0;0;0;3;1;3;1;2;0;2;0;3;0;4;1;4;5;0;1;1;0;0;1;0;1;0;3;1;0
"sujet";41;1;2;1;1;0;3;4;2;1;1;0;1;0;0;0;0;1;3;1;2;1;2;4;2;2;0;2;0;1;1;0;1;1
"vivre";41;1;0;1;0;0;0;1;0;1;0;1;1;0;1;1;1;2;3;2;2;2;3;1;0;2;5;3;2;0;3;0;0;2
"appartement";40;0;2;1;2;0;0;0;2;7;1;1;5;0;0;1;2;2;0;1;0;3;0;1;0;0;2;0;3;0;0;0;2;2
"chevalier";40;0;0;0;0;0;0;0;0;0;0;3;0;0;13;0;10;0;0;0;0;0;0;10;0;1;0;0;0;3;0;0;0;0
"conduire";40;1;1;4;1;1;2;3;3;4;1;1;2;0;0;1;0;0;1;0;0;0;2;2;1;1;1;2;0;0;1;2;1;1
"crime";40;1;1;0;0;0;0;4;0;1;1;3;2;1;0;0;0;2;0;3;2;3;0;2;0;1;0;1;2;5;2;2;0;1
"déplaire";40;0;0;0;0;0;0;1;3;1;0;2;3;0;2;0;1;0;0;1;1;2;3;4;1;2;1;0;3;1;2;0;4;2
"hélas";40;0;2;0;0;0;0;0;0;2;1;0;7;1;0;0;4;1;1;0;3;0;0;0;1;0;3;0;0;8;2;0;1;3
"mettre";40;0;0;0;0;0;0;1;7;3;4;3;1;1;1;0;1;2;1;0;1;1;0;0;1;1;3;1;1;1;1;3;0;1
"parent";40;0;2;1;3;0;1;0;0;2;1;0;0;1;2;1;1;0;3;0;0;0;0;0;0;3;8;1;3;2;1;0;0;4
"ridicule";40;2;0;2;3;0;1;0;0;1;2;0;0;0;1;1;2;2;2;1;1;4;3;0;2;1;2;2;3;2;0;0;0;0
"suite";40;0;0;3;1;0;1;0;2;2;5;1;6;0;0;0;0;6;2;0;0;3;0;1;0;2;1;0;2;1;1;0;0;0
"surprendre";40;0;0;2;6;3;0;0;2;2;3;0;0;0;2;0;1;3;2;0;0;3;1;0;1;3;2;2;1;0;0;1;0;0
"assurément";39;0;0;0;0;0;0;0;8;4;4;1;4;0;1;1;0;0;1;0;1;0;1;1;0;2;5;2;0;1;0;1;0;1
"commun";39;1;1;1;2;0;0;0;1;1;1;2;0;0;0;0;0;2;3;0;1;2;2;0;1;2;0;4;4;1;1;3;2;1
"conduite";39;1;1;3;0;0;0;0;2;5;6;2;3;0;1;1;2;1;2;0;0;0;0;0;0;1;0;0;3;2;1;1;0;1
"convenir";39;0;0;3;1;0;2;0;2;2;1;2;2;0;2;1;2;1;2;0;3;6;0;1;0;0;0;1;2;3;0;0;0;0
"couvent";39;0;2;1;0;0;0;0;6;4;0;0;0;0;0;1;4;2;5;0;4;0;0;0;2;0;0;0;1;0;0;1;1;5
"destin";39;0;7;0;1;0;0;1;3;1;2;3;1;0;0;0;0;2;1;1;1;0;3;1;1;1;1;0;0;1;3;3;1;0
"intérêt";39;0;1;0;0;0;1;0;4;1;2;0;1;0;6;1;1;0;1;3;0;2;0;3;1;4;0;1;0;2;1;1;2;0
"mortel";39;1;4;2;2;0;1;1;2;0;5;0;1;0;1;0;1;1;1;2;6;0;0;1;0;1;1;0;0;0;2;0;1;2
"occasion";39;2;0;1;3;1;1;0;2;4;1;1;3;0;1;4;2;0;0;1;2;3;0;0;2;1;3;0;0;1;0;0;0;0
"prévenir";39;0;1;0;4;1;1;0;1;5;1;0;1;0;3;0;3;1;2;1;2;4;0;1;0;1;0;1;0;0;0;1;0;4
"proposer";39;0;0;1;1;1;0;0;2;4;2;2;2;0;0;0;1;0;3;2;2;0;2;4;1;1;3;0;1;1;1;0;2;0
"superflu";39;1;1;2;0;0;2;0;0;0;0;3;0;0;1;0;0;4;5;0;4;5;1;1;0;2;1;1;0;2;2;0;1;0
"absence";38;0;3;0;0;0;0;1;1;0;6;0;4;0;6;0;1;2;4;0;2;0;0;1;0;0;0;2;1;0;0;0;4;0
"assurer";38;1;2;1;0;0;2;1;1;1;4;5;3;2;2;0;0;3;1;1;0;1;0;0;1;0;0;0;1;3;0;0;0;2
"diable";38;0;0;0;0;1;0;3;2;0;0;4;2;0;1;1;0;1;0;1;0;0;1;4;4;4;5;1;0;1;0;1;1;0
"discours";38;1;2;1;0;0;1;0;2;0;1;0;1;0;3;2;1;3;0;0;0;3;2;5;1;0;2;4;2;0;0;0;1;0
"ouvrage";38;2;0;1;1;3;1;2;0;1;1;1;0;0;0;1;0;2;1;3;2;3;1;1;1;2;3;0;0;1;0;2;0;2
